polaridad,subjetividad,categoria,texto_limpio,genero,id
0.2679,0.6786,Neutro,tras una campana publicitaria que ha ido a mas en el ultimo mes al fin se estreno este viernes la adaptacion de los libros de la famosa saga de geralt de rivia de andrzej sapkowski los trailers auguraban que se trataria probablemente de una buena ficcion televisiva y una gran adaptacion sin embargo desgraciadamente esto no ha sido asi lo bueno es que todavia tiene margen de mejora y no ha hecho nada mas que empezar aunque sus escenas de accion estan fantasticamente filmadas y geralt de rivia esta muy bien logrado en todos los aspectos del personaje comportamiento tono de voz filosofia coreografia de combate vestuario etc la serie peca de varios errores estructurales el primero de ellos la estructura de su guion que calca casi completamente al de los libros narrando las peripecias del brujo en riguroso orden un error comun en algunas adaptaciones es tratar de calcar milimetricamente a la obra original en las novelas que haya capitulos divididos por personajes o por relatos cortos en principio independientes puede funcionar pero una ficcion televisiva debe llevar un hilo central a traves del cual se narra una historia con unas tramas y unos personajes que han de evolucionar en definitiva debe adaptar esa obra original a las especificidades cinematograficas en esta serie se han metido con calzador varios relatos de los dos primeros libros de manera entremezclada el problema no es la supuesta confusion temporal ya que cuando llevas unos capitulos se sobreentiende en que orden temporal estan los relatos el problema es que tratandose de una nueva serie para no iniciados en este universo puede resultar dificil empatizar con los personajes y que la historia que te cuentan les llegue es decir se nota sobremanera que por introducir a ciri desde el principio han metido a la fuerza tramas de los dos primeros libros en lugar de tomarse tiempo en presentar adecuadamente a los primeros personajes que aparecen en la saga no obstante ciri es el unico hilo conductor de la trama en el presente lo que hace que paradojicamente fuera necesaria su inclusion desde el comienzo si se seguia una estructura de guion principalmente como la de las novelas aparte de ello las interpretaciones salvo henry cavill interpretando extraordinariamente a geralt dejan mucho que desear lastrando tambien la necesaria conexion del espectador con los personajes hay escenas que se supone que son epicas pero que no logran llegarte en parte por el trabajo que hace el reparto que sin ser rematadamente malo esta desprovisto de carisma a ello hay que sumarle los guinos y referencias del material original que pueden hacer que el espectador medio el que no conoce nada de the witcher se pierda no porque sea incomprensible lo que se dice sino porque no se ha establecido previamente una presentacion correcta del universo que adapta sus condiciones sus reglas su sentido y su verosimilitud hablar de la conjuncion de las esferas del caos o de la ley de la sorpresa dando por sentado que los espectadores van a estar familiarizados con esos conceptos es un error y existen muchas formulas para presentar esos conceptos y muchos otros sin tener que dar todo masticado a la audiencia eso tambien hace que los dialogos resulten bastante vacuos e insustanciales y que tiendan a ser rellenados con chistes faciles y con aseveraciones prefabricadas de hecho de forma analoga hay una cantidad enorme de dialogos en los que se remarcan detalles obvios del argumento lo que contrasta con los dialogos plagados de guinos y referencias aparte la serie abusa del dialogo como elemento narrativo y deja poco espacio para que la imagen hable por si sola otro gran error es la casi total ausencia de sub texto en lo que nos narra la serie al estar tan enfocada en personajes olvida las sociedades los reinos las razas y los pueblos que habitan el continente y como se relacionan estos los conflictos que tienen como actua la discriminacion la pobreza la miseria la barbarie etc precisamente ese es uno de sus fuertes y no se ha aprovechado en lugar de tener un tono critico con lo que supuso la edad media y la edad antigua como si lo tiene la otra adaptacion los videojuegos a traves de analogias entre fantasia y realidad la serie se centra en un drama de personajes de un entorno principalmente fantastico que acabas de conocer y que no han sido presentados adecuadamente precisamente por intentar introducir muchos en muy poco tiempo ocho capitulos el tono ademas parece estar mas en consonancia con los productos que suele realizar netflix mas enfocados en el publico adolescente que con el material original mas adulto aunque es logico que asi sea debido al publico objetivo de la plataforma resulta decepcionante que una historia con este potencial camine por estos derroteros la serie falla tambien en el apartado de la direccion que no destaca en nada y que esta mermada por un ritmo repleto de altibajos el vestuario es bueno pero no lo es tanto la recreacion de ciertos escenarios por otra parte usa mucho el cgi computer generated imagery lo cual era de esperar aunque se echa en falta una labor de maquillaje que pudiera hacer menos necesaria su inclusion no todo es negativo la banda sonora es buena y pega bien con el universo de la serie y la mitologia en la que se inspira la obra original y ademas esta el personaje de yennefer la unica trama con la que innova la serie al no ser su historia el epicentro de los libros en los que aparece principalmente cuando lo hacen geralt o ciri de momento la serie esta por definir en tierra de nadie no obstante tiene margen de mejora aunque todavia quedan personajes y tramas por presentar despues de estos hechos la trama principal comienza a ser mas unitaria lo que hace que ciertos defectos de la primera temporada se puedan evitar a partir de la segunda si se hacen las cosas debidamente,Aventura,4565
0.0,0.0,Neutro,y aparecio la epidemia de haters en filmaffinity por aplastar ha esta serie y creo sin haberla visto completa muchos de ellos no voy a decir es una serie magistral pero tampoco es mala por eso mi puntuacion the witcher como todo en la vida y mucho mas en cine tiene sus pros y contras vamos con lo positivo muy buena ambientacion de la epoca adaptacion del libro y del videojuego que a lo menos yo lo jugue y puedo decir que es la personificacion de ello en serie serie de fantasia medieval en toda la extension de la palabra para aquellos que gusten de este tipo de tematica es su serie va a ver monstruos distintas razas entre las mas predominantes claro elfos y enanos bosques castillos y mucha brujeria que forman parte de ello en cuanto a henry cavill como geralt of rivia vaya mejor actor para que encarne este papel pienso que no pudo haber y ojo que no le tenia fe es la personificacion exacta al gerealt del viedeojuego inclusive el acento es identico movimientos gesticulaciones forma de pelear son exactos de verdad da gusto ver eso fotografia y direccion muy sobresalientes escenografia y puesta en escena de lo mejor que va del ano ahora vamos con lo negativo la verdad el unico punto en contra que tiene esta serie y espero que lo corrijan porque tienen hasta el 2021 es un buen lapso de tiempo para mejorar el guion si puse todos esos puntos a favor que son bastante positivos el guion es de un 6 10 por eso es que mucha gente debe haber carecido de enganche cuando hay un guion y dialogos no muy sobresalientes en este tipo de series puede llegar a parecer que sus episodios son de relleno y nada mas respecto a la comparacion con got tiene cosas por la adaptacion de la epoca y tematica si vamos a a efectos especiales y ambientacion no tiene nada que envidiar de la serie a cual hago comparacion de ahi historia y personajes muy distintos,Aventura,4566
0.05,0.5,Neutro,se han tomado algunas licencias en la linea temporal pero por lo general se respeta la trama de los libros hay cosas a pulir como el cgi efectos etc pero en lineas generales esta bastante bien me esperaba algo peor viniendo de netflix con sus rollitos de correccion politica y feminismo pop al menos no se han cebado con eso henry cavil que en el teaser parecia mal caracterizado acaba siendo un geralt de lo mas convincente la gente que la compara con juego de tronos es porque prefieren un ritmo lento hasta la saciedad creando mas profundidad en los personajes pero los que ya hemos leido los libros agradecemos que estos ocho episodios no sean veinte para profundizar en los personajes en plan juego de tronos esta serie ni es juego de tronos ni lo pretende en mi opinion es infinitamente mas entretenida y fantastica los que quieran ver un culebron de lios de corte como los tudor con tintes de fantasia se llevaran un chasco y la pondran a parir porque esa gente por lo general no ha tenido jamas el mas minimo interes en el genero de fantasia a menos que se lo vendan con los mejores efectos y para poder llevar a los crios al cine los que tanto la critican deberian preguntarse lo siguiente cuantas series de fantasia consideran que son mejor que the witcher,Aventura,4567
0.0,0.0,Neutro,yo he sido una autentica fanatica de los juegos de pc the witcher por un lado la musica la ambientacion y la personalidad de los personajes se refleja a la perfeccion me encantan los escenarios por otro lado esta siguiendo los libros y hay muchisimas cosas nuevas que en los juegos no se cuentan o se cambian que estoy descubriendo dicen que el personaje de geralt es un soso pero es que el personaje es asi de peculiar es parte de su encanto si pasas del primer capitulo y la ves sin prejuicios te gustara,Aventura,4568
0.0,0.0,Neutro,mas o menos bien hecha aunque no aporta nada los actores protagonistas que suponemos que pasan el casting en vogue y no en un estudio cinematografico estan que dan pena henry cavill tan inexpresivo e insulso como siempre con sus pantalones marca paquete y al que si ademas le pones un doblaje en espanol inexpresivo e insulso le convierten en lo menos de lo menos freya allan tendra que trabajar mucho para convertirse en actriz errores de bulto como utilizar el concepto moderno de ciencia en plena edad oscura pelucas de risa dialogos para olvidar saltos temporales inexplicables lo de menos es lo muy comentado de dar papeles a personas negras o asiaticas que algunos dicen que estan fuera de lugar supongo que como elfos enanos o magos en fantasia todo vale pero tampoco es tan mala entretiene y contiene algunas cosas buenas de las muchas que tienen los libros de andrzej sapkowski,Aventura,4569
0.05,0.5,Neutro,antes de nada he de decir que no conocia a penas el universo de the witcher algo sabia por haber visto algun juego pero poco por no decir nada dicho esto vamos al lio el ritmo de la serie es vertiginoso las cosas suceden muy rapidamente es imposible que te aburras en un capitulo y eso es algo muy positivo pero ese ritmo tan acelerado provoca que la trama de la historia no se entienda bien que no tengas afecto por los personajes y que no tengan tiempo de dar personalidad a sus personajes la estructura del tiempo que tiene la serie no me parece acertada o al menos no esta bien usada pues no se entiende bien que esta pasando a veces no sabes si estas en el pasado el presente o el futuro no te da tiempo a entender a los personajes ni tenerles afecto pasa todo tan rapido tienen tan pocas y tan vacias conversaciones entre hechos tan importantes que hace imposible a veces entender que piensa siente o cree un personaje la personalidad de los personajes es practicamente nula geralt no tiene personalidad es un trozo de carne capaz de pelear con gran habilidad pero sus conversaciones su forma de actuar es plana y aburrida no tiene carisma ciri bueno es una nina de la que no exigire mucho por el momento es aceptable pero deberia ir mejorando y mucho y yennefer si esta si que asoma un poco mas de personalidad incluso algo de carisma pero sigo diciendo lo mismo todo pasa demasiado rapido parece que tienen prisa en explicar las cosas yo queria destacar esto sobre todo el paso del tiempo no esta bien medido demasiado rapido todo ocho capitulos completamente insuficientes la temporada deberia ser mas larga y dar tiempo y maduracion a los personajes y la trama en si por ultimo y en general comentar que la ambientacion la musica la magia etc esta bien sin mas el cgi ya sabeis con lo que se hacen los seres fantasiosos a veces canta un poco pero bueno es comprensible eso si esto es una adaptacion y me temo que en determinadas ocasiones la fantasia se les va de las manos si si ya lo se en los libros hay mucha fantasia pero que algo quede bien en tu imaginacion o la de los lectores no significa que quede bien en la pantalla y de hecho muchas cosas no quedan bien para nada bien,Aventura,4570
0.0,0.0,Neutro,como muchas otras series de netflix primera temporada que parece mas bien a la expectativa de los usuarios y las criticas para que si es bien recibida hacer segunda temporada ponerse las pilas con la intriga y tener un objetivo bien claro de lo que se quiere conseguir con al serie,Aventura,4571
0.0,0.0,Neutro,una de las peores adaptaciones que jamas he visto desde el principio te das cuenta de que algo no cuadra y no tardas mucho en descubrir que willow hace 30 anos esta mil veces mejor hecha que esta serie chascarrillos bromas que no vienen a cuento efectos especiales caos a la hora de contar la trama sin saber si estas en el pasado presente el mejor de la serie el caballo,Aventura,4572
0.0,0.0,Neutro,buenos paisajes sonidos y efectos todo ello arruinado por la ocupacion de actores originales interpretados por gente que ha estado demasiado tiempo tomando el sol en benidorm sin proteccion como puede ser que nenneke una abuela caucasica de pelo grisaceo este interpretada por una negra lesbiana con el pelo rapado lamentable netflix corta todo el rollo si has jugado a los videojuegos o leido algun libro,Aventura,4573
-0.2667,0.4,Neutro,lo primero dos cosas tras sus 16 episodios a veces todavia sigo sin saber de que va exactamente the witcher y si su primera temporada es un peaje con altibajos con mas bajos que altos para llegar a disfrutar del autentico festin en su prolongacion a base de mas accion mas monstruos mas peleas que no batallas multitudinarias como antano brujeria y gente de ojos fosforescentes partiendose la boca y espero sepan disculparme por no compartir su desazon todos aquellos a quienes les haya pesado la mengua de erotismo conste que me cuesta entender que yo no me halle en ese supuesto pero es que existen casos tan extraordinarios en el plano actoral y en el mas superfluo el de una insultante y antinatural belleza como el de la afianzadisima anya chalotra haciendo acopio de una dosis extra de confianza y esto va tambien mas si cabe por freya allan a la segunda vez si mas algun retoque ejem bueno en el estilismo hay que ver lo que le da de si a algunas quitarse el flequillo que sale ganando por goleada reemplazando los despelotes de partida por una interpretacion solida aguerrida y tenaz por ahi anda tambien un henry cavill tan embebido de su propia fuerza fisica o delante de la camara que sobrelleva la perdida de protagonismo en pro de las de una ciri y yennefer de vengerberg que son en esta segunda tanda las autenticas amas de la funcion con o sin permiso de las hombreras de geralt poco a poco the witcher va tornandose en un creciente espectaculo de fantasia que aunque siga sin jugar en la misma liga tecnica que un juego de tronos no se encuentra a tanta distancia por debajo de aquella como por encima de su actual competidora mas inmediata en amazon prime la rueda del tiempo si viendo esta segunda temporada echas en falta los desnudos es que lo tuyo quiza no es la fantasia epica sino el porno tengo ganas de mas,Aventura,4574
0.0,0.0667,Neutro,una serie fiel a los libros con accion desde el primer momento y que tiene un protagonismo compartido entre ciri geralt y yennefer me hubiese gustado un par de episodios mas y con mayor brevedad algunos pecan de ser demasiado largos es una serie de fantasia no es juego de tronos se asemeja mas al senor de los anillos pero con mayor incidencia de la magia por este aspecto se diferencia de todas en un momento en el que la mayoria de series medievales quieren ser juego de tronos vikings the last kingdom etc en el aspecto negativo debe mejorar las recreaciones virtuales monstruos dragones etc aqui juego de tronos y hbo estan a anos luz una buena serie para navidades y que animara la venta de sus libros,Aventura,4575
0.0,0.0,Neutro,que buscas en una serie si la respuesta es entretenimiento the witcher es la serie perfecta si eres un friki de las series fantasticas vas a quedarte embelesado con esta produccion de alta calidad en comparacion con lo que suelen ser estas series si no eres un fanatico de este tipo de genero te gustara porque es una buena historia habitualmente la mayoria de criticas se basan en si nuestras expectativas se cumplen o no en este caso yo empece a verla sin expectativas por que la valoro con un 9 sencillo en comparacion con otras series de este estilo es la nota que se merece punto y a parte es te vas a hartar de ver desnudos en esta serie recurso innecesario en mi opinion porque los semidesnudos son casi siempre mas eroticos algunas escenas quizas lo requieren otras te lo meten con calzador sinceramente si quieren vendernos este tipo de recurso como absolutamente necesario que haya paridad con los desnudos masculinos en caso contrario no cuela,Aventura,4576
-0.8,1.0,Negativo,primero decir que soy fan incondicional de the witcher 3 algo muy importante ya que creo que la serie gana bastante si se tiene una base de los personajes mitologia y e historia que rodea al mundo de geralt no obstante no es requisito para poder disfrutar de la serie buenos efectos especiales toques de humor cinismo buena ambientacion y vestuario mitologia rica y variada aun asi no creo que la mayoria de los resumenes haga justicia a la valoracion de la serie me explico,Aventura,4577
0.0,0.0,Neutro,sin ser seguidora ni de los videojuegos ni de la saga de libros y opinando unicamente como obra cinematografica la segunda temporada de the witcher me ha parecido mucho mejor a grandes rasgos que la primera se puede ver una gran cantidad de accion una calidad a nivel visual increible con unos escenarios magnificos y ambientacion maravillosa considero que merece la pena ver la serie solo por henry cavill que me parece estupendo en su papel del brujo hay algunos personajes como por ejemplo ciri que me parece que han tenido una evolucion muy destacable en tanto que otros se han quedado algo mas rezagados quizas el unico problema que puedo ponerle es la gran cantidad de tramas e historias que se van desarrollando con muchisimos personajes a una velocidad que es dificil de seguir en algunos puntos en los que se pretendia generar un suspense no se ha logrado siendo de lo mas previsible mientras que otros quedan con tantas lagunas que he tenido que recurrir a videos de youtube para poder comprender algunas de las claves de este final sin duda recomiendo la serie como serie de fantasia es muy buena y disfrutable y aunque cueste un poco adentrarse en este mundo tan amplio y complicado considero que merece mucho la pena estoy deseando ver la tercera temporada,Aventura,4578
0.025,0.75,Neutro,comence viendo la serie con cierto escepticismo debido a que ya me lei los libros y me jugue a los tres videojuegos y pensaba que el resultado iba a ser malo en comparacion pero nada de eso despues de haber visto 5 capitulos puedo decir que me esta encantando y que esta serie funciona de maravilla aunque tiene algunos fallos en su conjunto como pueden ser algunas elecciones de vestuario puntuales o el tema de meter personajes de otras razas para papeles importantes sin respetar la obra principal o donde transcurre fringila por ejemplo por contra la ambientacion me ha parecido sublime y logra trasladarme de lleno a ese mundo lleno de monstruos y esa ambientacion tan lugubre por momentos y los personajes hacen muy buen papel en general aunque sigue chirriandome el personaje de triss marigold ahi creo que cometieron un error con el casting he leido muchas criticas aqui y alla y muchos espectadores estan cometiendo el error de compararla con got y no se parecen en nada no entiendo el afan de comparar cuando no tienen nada que ver la una con la otra es como si se comparara narcos y cuentame para que os hagais una idea es mas para mi got perdio mucho fuelle al final y disto mucho de ser una gran serie en definitiva lanzaros a ella sin miedos ni prejuicios y disfrutadla en su conjunto porque es muy buena y si corrigen ciertos errores en la segunda temporada puede ser un seriote muy grande,Aventura,4579
0.0,0.0,Neutro,guion magnifico como no podia ser menosactores principales muy correctosescenas de lucha muy buenasproduccion muy pero muy pobre y decepcionante escenarios sencillos vestuario uniforme y poco variado extras escasos lo peor en aras de lo politicamente correcto un ridiculo elfo amigo de ciri y los no me atrevo a definir enanos de la cuadrilla de yarpen zigrin que diran lo que quieran pero dan mucho mejor resultado visual de fuerza y credibilidad guerrera en el senor de los anillos muy ridiculo,Aventura,4580
0.185,0.53,Neutro,resena de ambas temporadastemporada 1sumariothe witcher es una brillante y breve serie fantastica medievalista de gran solidez y concision narrativas que nos sorprendera a cada rato y desearemos que no termine nunca personajes potentes novedades en cada capitulo que desarrollan historias y desafios independientes y muy variados pero inscriptos en un arco narrativo amplio impresionante diseno de produccion una estructura temporal sumamente original y una fascinante hechicera de quien nos enamoraremos resenala serie sigue los pasos de geralt de rivia henry cavill un solitario brujo que se gana la vida cazando monstruos de la hechicera yennefer de vengerberg anya chalotra y de la joven princesa cirilla freya allan fugitiva luego de que su reino fuese invadido en un mundo fantastico de impronta medieval un relato afortunadamente alejado por su tratamiento narrativo de la dinamica de game of thrones en cuanto a los personajes nos costara un poquito empatizar al principio con el brujo geralt hasta que nos conquiste con su apatia flematica casi ironica es probable que tampoco genere mucho entusiasmo la princesa cirilla aunque su entorno palaciego si es muy interesante con la energica reina calanthe jodhi may su abuela a la cabeza pero sin dudas que el personaje mas potente de la serie es yennefer la joven hechicera y su fascinante evolucion a lo largo del relato la actriz inglesa de origen indio que la interpreta anya chalotra es un verdadero hallazgo otro magnetico personaje es la hechicera e instructora tissaia a cargo de la actriz sueca myanna burning quien recluta y prepara hechiceras para una interesante funcion que la serie nos revelara bastante pronto el desarrollo de la serie no escatimara luchas con muy diversos monstruos y en diferentes contextos elementos magicos de parte de sus hechiceras intrigas politicas y palaciegas batallas y una historia de amor pero siempre con una cuidadosa pintura de sus personajes dialogos que siempre hacen avanzar la historia un equilibrio ideal entre el intimismo y las escenas de accion o despliegue momentos de heroismo que nunca se veran como vacios o grandilocuentes y pizcas de humor sabiamente ubicadas el diseno de produccion es impresionante el vestuario las escenas de masas que siempre lucen reales las locaciones en resumen una brillante y breve serie fantastica medievalista de gran solidez narrativa que nos sorprendera a cada rato y desearemos que no se acabe nunca temporada 2sumariolamentablemente la segunda temporada abandona todos los aciertos que habia lucido en la primera su estructura temporal es mas convencional pierden protagonismo personajes y vinculos muy interesantes las subtramas dinastico politicas basculan entre lo complejo y lo confuso son demasiado autonomas y carecen de proyeccion narrativa y se abandona salvo en el comienzo cierta autonomia tematica que ostentaban los capitulos de la t1 y que le daban mayor variedad y riqueza a la serie y finalmente como relato de aprendizaje no puede competir con el de las hechiceras de la primera temporada resenase expande el universo de geralt de rivia con la poco carismatica princesa cirilla pasando a un primer plano una proliferacion de nuevos personajes situaciones y locaciones vinculados a las subtramas dinastico politicas y el retorno de algunos personajes de la t1 en cuanto a los aciertos o mejoras las locaciones son mas espectaculares y los efectos especiales respecto de los monstruos estan mas cuidados y se mantiene cierto patron de personajes que deambulan y se van encontrando confluyendo desencontrando o alejando el resultado general es una temporada mas desarticulada por momentos confusa y desnortada con vinculos menos interesantes y acaso mas infantil sigo en zona spoiler,Aventura,4581
0.0,0.0,Neutro,que puedo contar de la primera media hora que he visto pues que la serie es muy muy mala actores muy malos asi como quien los dirige guon aun peor de verguenza ajena deslabazada sin saber contar la historia desde un principio estuve tentado de esccuchar los dialogos originales para averiguar si estos superaban a los horribles doblajes pero no me parecio que en este caso fuera a mejorar en exceso lo que estaba viendo los criticos que alaban la serie se retratan con demasiado descaro haciendose la foto con la productora netflix,Aventura,4582
-0.15,0.3857,Neutro,una de las series mas exitosas de 2019 aterrizaba hace dos semanas escasas en la plataforma digital netflix una de las grandes firmas de vod video bajo demanda que lleva en activo desde finales de la decada de los noventa y que con el auge de la era digital ha experimentado un renacimiento importante gracias a su expansion mundial y una cartelera llena de estrenos exclusivos y contenido para todo tipo de publico la saga de geralt de rivia era la ultima en aparecer en su catalogo como uno de sus estrenos mas esperados el brujo de andrzej sapkowski llegaba casi a la par que el ultimo episodio de star wars y poco antes de que los ultimos coletazos de la cartelera de 2019 nos entregasen cats tom hooper y mujercitas greta gerwig la adaptacion del musical de hooper parece haber convencido a pocos seguidores del genero y la ultima encarnacion de mujercitas en la gran pantalla de greta gerwig parece haberse llevado al publico de calle sea como sea aun no he visto ninguna de las dos y no puedo opinar acerca del contenido de ambas cintas vaya por delante que esto es una opinion personal y no tengo nada en contra de netflix soy cliente de la empresa de reed hastings desde hace algunos anos y pese a que su contenido no es del todo de mi agrado consumo parte de su catalogo como parte de la rutina y pese a no disfrutar la mayoria de lo que veo es bien cierto que algunas de sus series o peliculas exclusivas se han ganado mi corazon como fuese el caso de la primera temporada de stranger things la locura de rick y morty o las entretenidisimas sex education y the end of the fucking world pese a ello el simple hecho de que una multinacional como netflix se haga con los derechos de adaptacion de una obra tan rica como la saga de geralt de rivia no es siempre una buena noticia de hecho cuando en mayo de 2018 anunciaron que jenny klein jessica jones sneha koorse daredevil declan de barra the originals y clare higgins the worst witch se encargarian del guion de esta adaptacion me invadio una sensacion de terror jessica jones o daredevil no son precisamente grandes cintas de accion y tampoco destacan por haber triunfado en la gran pantalla en septiembre de 2018 conociamos que henry cavill recordado por su papel interpretando al hombre de acero en la pelicula homonima de zack snyder de 2013 seria el encargado de dar vida a geralt en la adaptacion de netflix una noticia que sorprendio y disgusto por igual a los seguidores de las novelas del brujo pese a la recepcion de dicha noticia debo decir que el fichaje de cavill me daba ciertas esperanzas acerca del proyecto tras haber disfrutado de su actuacion como superman en la re introduccion del personaje al multiverso de dc llevada a cabo por snyder un papel que aborreceria en la infumable batman v superman el amanecer de la justicia 2016 diciembre de 2019 la hora de la verdadcomo suelo hacer con cantidad de lanzamientos que me puedan provocar cierto interes intento desconectar al maximo posible de dichos proyectos y como mucho llego a ver un par de adelantos antes de que se acabe estrenando es dificil apartarse de toda esta ola de novedades y noticias viviendo conectado a las redes sociales por lo que muchas veces llegas a comerte spoilers sin querer pero es un riesgo con el que todos convivimos a dia de hoy el estreno de the witcher estaba fijado para el 20 de diciembre de 2019 ultimo dia de trabajo antes de vacaciones y momento clave para embutirme en las aventuras del brujo mas cabron de los ultimos anos esa noche pude ver unicamente dos episodios y no retome la serie hasta unos dias despues lo que me provoco una desconexion de la serie que me obligo a revisionar algun que otro capitulo para llegar a entender bien la historia antes de terminar esta corta pero densa primera temporada la historia aunque sea algo enrevesada no llega a aburrir en ningun momento de hecho creo que uno de los puntos mas fuertes de esta adaptacion es el ritmo con el que han distribuido la accion a lo largo de los ocho episodios que dura la primera incursion al mundo de geralt el orden logico de los capitulos vaya por delante no es el orden natural de la historia y por tanto es posible que muchos se hayan perdido durante el transcurso de la historia yo mismo sufri algun deja vu durante el primer visionado y tras repetir un par de capitulos me di cuenta de este hecho esta primera temporada sirve como carta de presentacion para los tres br personajes principales de la historia los mismos que componen la obra de sapkowski geralt de rivia yennefer de vengerberg y cirilla fiona elen riannon o ciri la leoncilla de cintra la construccion del arco de presentacion de dichos personajes esta distribuida a lo largo de toda la temporada y es por ello que para llegar a entender el porque de muchas cosas hay que terminar la serie he leido criticas de ciertas personas que no han soportado el ritmo de la serie y no han logrado entender el contenido de esta abandonandola antes de llegar siquiera a la mitad de la temporada por ese mismo motivo es muy importante llegar hasta el final capitulo para entender todo lo que ocurre en la serie durante el transcurso de esta primera temporada tambien conoceremos a varios de los personajes que poblaban los cuentos de sapkowski y los juegos de cd projekt red tales como jaskier tissaia de vries istredd triss merigold o dara entre muchos otros muchas veces se da por supuesto que el espectador ya conoce el pasado de algunos de estos personajes y ello puede llevar a la confusion pero no es dificil recordar las caras de los actores y el porque de sus acciones aunque sus nombres no sean los mas indicados para recordar,Aventura,4583
-0.27,0.68,Neutro,a dia de hoy cualquier produccion que se enmarque en el genero de la fantasia epica medieval o de espada y brujeria cuenta con el handicap de que sera comparada una y mil veces con la sin par juego de tronos una comparacion inevitable que muy pocos productos por no decir ninguno por ahora puede resistir sin embargo las diferencias son notables y contribuyen a que las comparaciones sean injustas y poco procedentes the witcher como adaptacion de la saga de geralt de rivia del escritor polaco andrzej sapkowski se enmarca al igual que la laureada serie de hbo en la tendencia dominante en el genero fantastico durante los anos 90 y principios de los 2000 una epoca en la que las grandes sagas de fantasia abandonaron la candidez y aires juveniles de obras magnas como el senor de los anillos para incluir temas y tonos mas adultos violencia sexo intrigas politicas pero aun siguiendo esos estandares de su epoca la saga de sapkowski siempre tuvo algo diferente en cuanto a su tono jocoso y casi autoparodico su evidente satira de los grandes topicos del genero y su soltura en cuanto a la estructura narrativa la serie de netflix tiene la gran virtud de que sin ser absolutamente fiel a la historia la recompone conservando todos eses matices que definen la saga no es que sea una comedia ni una produccion poco seria y las cartas nunca estan del todo sobre la mesa pero uno no puede evitar sonreirse ante ciertos pasajes que rozan la parodia o elementos contemporaneos absolutamente anacronicos que sin embargo y por alguna razon inexplicable le dan precisamente a la serie una identidad y una diferenciacion que se agradece desde las cantigas desafinadas y en tono pop del bardo jaskier hasta la puesta en escena manifiestamente cutre y pulp un efecto sin duda buscado pasando por la pose exageradamente ruda y seca del protagonista todo contribuye a una sensacion de ligereza y sarcasmo que lo convierten en un buen entretenimiento por otra parte la adaptacion de los libros dejemos a un lado los videojuegos que se centran en otra parte de la historia de la saga es muy correcta conservando incluso la estructura narrativa fragmentaria y extrana de las novelas tanto es asi que nos obliga como espectadores a estar atentos a cada detalle para percibir en que momentos la historia avanza o vuelve atras conformando asi un mosaico que agudiza el ingenio y el interes del espectador tambien el espiritu de los personajes se mantiene hasta el punto de que se profundiza en algunos flecos de la historia que en los libros no se detalla como la hermosa historia de amor entre yennefer e istred con la cual los guionistas han hecho un buen trabajo ademas la serie se construye a base de tramas episodicas sin renunciar a un argumento general que unifique los capitulos algo que la acerca todavia mas a las novelas en suma no es juego de tronos ni falta que hace la fantasia epica necesitaba algo diferente y la historia de geralt de rivia se prestaba desde un principio netflix tuvo el acierto de llevar a cabo una buena adaptacion con un buen diseno de produccion acorde a lo buscado unas interpretaciones muy solventes y un guion atractivo y bien hilado lo mejor que a diferencia de juego de tronos y sin despreciar la magna obra de hbo en the witcher al menos puedes encarinarte de los personajes sin riesgo de que sean decapitados castrados despellejados o eviscerados en el capitulo siguiente eso si violencia y sexo los hay tambien a raudales lo peor diria que en cuanto al diseno de produccion se echa de menos un poco mas de belleza y colorido en las localizaciones es cierto que las atmosferas oscuras y deprimentes es lo que se lleva hoy en dia pero en una obra de fantasia nunca esta de mas alguna localizacion verdaderamente hermosa,Aventura,4584
