id,texto,palabras_ambiguas,genero
4695,"*El apocalipsis llega, sin éxito, a BarcelonaAunque las similitudes entre ambas son evidentes, podríamos decir que es la que más se acerca de las dos a narrativas como las que hemos visto en La carret",linea,Ciencia Ficcion
4699,"Prota alabado por todos descubre la cruz templaria. A raíz de esto, personajes variopintos van uniéndosele a la fuerza para revelar más secretos en torno al descubrimiento.La premisa de la peli suena ",estrella,Aventura
4718,"Y van...aunque a ésta acercársele les va a resultar complicado porque es un combo de idioteces casi imposible de igualar. Empezando por Adam DeVine, lo menos que puedo decir es que es un imbécil o al ",banco,Accion
4719,"Unos suegros de armas tomar, una comedia de acción que no tiene ni gracia ni acción. Cuenta la historia de Owen, un director de banco que se va a casar con Parker, una chica que resulta ser la hija de",banco | banco,Accion
4724,"Quizás el personaje principal que moviliza la historia sea lo más atrayente de la misma. Con pocas pinceladas, algunos actos y diálogos la dirección ya nos traza un panorama del protagonista. Personal",red,Comedia
4728,"Esta versión de trama de robos quizás sea una de las menos cautivadoras que he tenido ocasión de ver. A pesar de incluir los típicos momentos de planificación, la captación del equipo, la ejecución y ",oro,Comedia
4730,"SumarioDentro de la notable y noble tradición del “cine laboral” francés, Cash propone una variante: es una muy ingeniosa combinación de thriller y dramedia que sigue un curso diferente, alejado de la",curso | planta | planta,Comedia
4742,"""Nimona"", una película de animación peculiar y desbordante, nos lleva a un universo que fusiona lo medieval con lo futurista de una manera asombrosa. La película posee una variedad de elementos curios",clave,Aventura
4747,"Me ha gustado la animación, me han gustado los personajes, la historia, sobre todo Nimona, claro.Sobre el tema de que los protas sean gays, me da igual, creo que ya hay que tenerlo presente en casi to",red,Aventura
4756,"Es de aplaudir el hecho de que los proyectos de animación cuenten cada vez historias más originales y que, a la vez, sean hijas de su tiempo.“Nimona” se construye con varias piezas que a priori no deb",estrella,Aventura
4757,"Resulta sorprendente la acertada capacidad del cine de animación para abordar, desde la aparente cercanía y simplicidad, temas complejos que presentan mayores dificultades para su tratamiento en el ci",clave,Aventura
4783,"Película australiana que mezcla drama intimista con terror, que es el segundo largometraje de su directora tras haber dirigido episodios de series como El Cuento de la Criada, o Las Luminosas, y que e",cabo,Terror
4789,"Turquía sigue agrandando su influencia en la producción audiovisual, a pasos agigantados.En esta ocasión la factoría turca de Netflix nos trae una agradable peli, comedia romántica sin pretensiones, p",estrella,Comedia
4812,"Serie donde actúa Lee Jun Ho se convierte en oro. Su elegante y lindo carisma llena la pantalla y convierte a Cenicienta en princesa. Porque no deja de ser una historia de cuento, una comedia ligera p",oro,Comedia
4821,"Hace tres años Netflix dio, en plena pandemia, con la tecla ganadora al estrenar en su plataforma ''Tyler Rake''. Tantas fueron las alabanzas, las buenas criticas y los aplausos que, como era de esper",estrella,Accion
4826,"En Tyler Rake, la primera película del año 2020, veíamos a un Chris Hemsworth totalmente desatado y serio, en una película con escenas de acción bastante chulas mientras intenta llevar a cabo una misi",cabo | cabo,Accion
4831,"Vi la primera parte y me parecio muy buena. No creible, por supuesto, pero si aceptable y no disparatada. Con un guion trabajado y una coreografia absolutamente magnifica. la disfrute de cabo a rabo. ",cabo,Accion
4835,"Es lo que pasa con las secuelas. Que difícilmente tienen capacidad de sorprender. Pasó con la secuela de ""The Raid"" y  con las de ""John Wick"". Eso no quiere decir que sean malas o peores, sino que su ",planta,Accion
4844,"Chris Hemsworth me parece una imponente presencia como estrella del cine de acción, sin embargo una insufrible y mareante dirección, así como un argumento nimio, lamentable y sensiblero hasta rozar lo",estrella,Accion
4846,"La primera parte era una peli con unas escenas de acción cojonudas, de las mejores que he visto. Apostaba por el realismo (más o menos) en tiroteos y peleas.La secuela se estrella por muchas razones, ",estrella,Accion
4851,"Continuación de la nada reseñable cinta de acción escrita por los hermanos Russo (directores de la saga de los superhéroes marvelitas ""Los Vengadores"") y dirigida por el entonces debutante tras las cá",campo,Accion
4855,"Sam Hargrave lo ha vuelto a hacer. Si, ha repetido la fórmula de la entrega anterior, prácticamente con el elenco principal repitiendo en ésta entrega, pero con una trama más rocambolesca y peligrosa ",gato | campo,Accion
4856,"Después de convertirse en un inesperado éxito de 2020 y ""apadrinado"" por los Hermanos Russo, esta secuela de ""Tyler Rake"" brinda un explosivo regreso por todo lo alto y en el que su protagonista hace ",gato,Accion
4867,"En esta segunda entrega de la sexta temporada y siguiendo con la dinámica del primer (y más endeble) episodio, Netflix vuelve a referenciarse a sí misma y a darse un buen repaso. Parece como si la pla",linea,Terror
4883,"Interesante crítica la que hace este episodio de 'Black Mirror' a los documentales ""true crime"" o sobre crímenes reales, aunque como viene siendo habitual en la serie últimamente, la idea es más poten",cabo,Terror
4884,"Davis (Samuel Blenkin) y Pia (Myha'la Herrold) son una pareja de jovenes cineastas que se dirigen al remoto pueblo de donde es originario Davis para filmar un documental sobre naturaleza, aprovechan p",clave,Terror
4886,"Estamos ante una de los mejores capítulos de esta serie.No es un capítulo muy futurista, al contrario, es una capítulo muy tradicional que se centra en la intriga del capítulo, en saber crear una tens",clave,Terror
4887,"176/28(20/06/23) Sugerente, aunque con muchas lagunas tercer episodio de la sexta temporada de la serie tv de culto creada por Charlie Brooker (guioniza todos los capítulos), antología de episodios au",estrella,Ciencia Ficcion
4893,"Desde que se estrenó esta sexta temporada de Black Mirror que no paro de sentir que algo se ha roto: esa sensación de malos presagios por venir, un futuro inmediato que nos pisa los talones y que nos ",linea,Ciencia Ficcion
4894,"Si bien puede decepcionar por no tener el calado de otras obras de ciencia ficción de la serie, la historia no está nada mal. Lo que se nos presenta es un drama de personajes que ahonda en los detalle",cabo,Ciencia Ficcion
4898,"Trama muy buena, actuaciones de lujo y una banda sonora fantástica, es lo que ofrece entre otras cosas el tercer capítulo de esta sexta temporada de Black Mirror. También es el más impactante, el que ",linea,Ciencia Ficcion
4901,"SumarioUna gran temporada que toma como eje temático la identidad (oculta, forzada, cambiada, usurpada) y que hace gala de un gran eclecticismo, por su variedad de registros, géneros y épocas, con epi",estrella,Ciencia Ficcion
4911,"El rótulo inicial de esta entrega se desmarca del resto de la serie y reza un ‘a Red Mirror film’, anunciando que ya no disimulan que se han quedado sin ideas para su producto estrella, y hay que expa",red | estrella | red | red,Terror
4912,"Definitivamente, 'Black Mirror' ha perdido por el camino su razón de ser y se ha convertido en un compendio de relatos de temáticas varias con moraleja final que relegan a un tercerísimo plano ""el lad",oro,Terror
4917,"177/29(21/06/23) Entretenido y juguetón episodios conclusivo de la sexta temporada de la serie televisiva de culto creada por Charlie Brooker (guioniza todos los capítulos en solitario, excepto este, ",red,Terror
4925,"Es de los primeros capítulos que vi de la serie y quedé impresionado de la calidad de cada capítulo.Es de esos capítulos que son más una película que otra cosa, por la duración y por el desarrollo de ",cabo,Terror
4926,"Anjana Vasan y Paapa Essiedu pese a no ser conocidos almenos por mi parte, hacen un papel crucial en el ritmo y tonalidad del episodio, antítesis uno del otro, curiosa y adecuadamente para no despegar",red,Terror
4928,"Hace ya mucho tiempo, desde la cuarta temporada más o menos, que Black Mirror ha ido degenerando. En origen era una colección de magníficas reflexiones sobre la tecnología y su efecto en la sociedad, ",red,Terror
4930,"168/20(15/06/23) Interesante episodio reentre de esta serie de culto, aunque la siento que se estanca en su zona media, y termina siendo algo auto plagiadora. Tras 4 años y medio vuelve la rompedora s",estrella,Ciencia Ficcion
4939,"Quizás el mejor capitulo de la temporada, el que mas se parece al concepto que yo tengo de estilo Black Mirror. Cada vez con mejores repartos, caras conocidas para esta sátira critica que muere la man",linea,Ciencia Ficcion
4943,"Quizás le sobra un pelín de humor en algún momento pero el mensaje queda claro. Buenas actuaciones y buena historia que, aunque el punto de vista sea el humor, es inquietante. En la línea de Black Mir",linea,Ciencia Ficcion
4962,"179/31(22/06/23) Decepcionante capítulo, sobre todo con el nivel general de la serie, penúltimo de la sexta temporada serie de culto creada por Charlie Brooker (guioniza todos los capítulos en solitar",radio,Drama
4964,"A Charlie Brooker le gusta experimentar y nos ha colado ya dos capítulos que poco tienen que ver con la línea argumental que proponía esta serie desde el principio, le gusta jugar a ser Tarantino y a ",linea,Drama
4971,"SumarioUna gran temporada que toma como eje temático la identidad (oculta, forzada, cambiada, usurpada) y que hace gala de un gran eclecticismo, por su variedad de registros, géneros y épocas, con epi",estrella,Drama
4982,"Reconozco que me he entretenido bastante con estos ""Cuentos Asombrosos"" (Amazing Stories), que tambien podian llamarse ""Alfred Hitchcock presenta"" que es en lo que se ha convertido ""Black Mirror"" en m",linea,Ciencia Ficcion
4992,"A la hora de reseñar ""Black Mirror"" conviene deslindar las dos primeras temporadas de la tercera y la cuarta, con ese escalón intermedio que supuso el especial navideño ""White Christmas"" y considerand",linea | linea,Ciencia Ficcion
4997,"Aun en sus mejores momentos Black Mirror se tropieza consigo misma. La serie creada y escrita por Charlie Booker, una antología de los peligros de nuestra tecnología y la que viene a la vuelta de la e",cabo,Ciencia Ficcion
5009,"*Temporada 6En términos generales me gustó casi todo, tiene buenos momentos y claramente no es el BM que todos conocemos, ya que no tiene el mismo ""espíritu"" o ""esencia"" que caracteriza a la serie. Si",red,Ciencia Ficcion
5013,Sigo esta serie desde hace bastantes años. Si no recuerdo mal estaba a punto de emitirse la segunda temporada cuando empecé a ver la primera. Quedé tan impresionado que vi los tres capítulos del tirón,oro,Ciencia Ficcion
5017,"Siempre me voló la cabeza esta serie. Además de amar la ciencia ficción, la clave de Black Mirror está en la proximidad: cada capítulo se agarra de algún comportamiento muy reconocible en la sociedad ",clave,Ciencia Ficcion
5020,"Si ya de por sí una serie, con sus diferentes temporadas, es difícil de evaluar como un todo con sus irregularidades y demás, esto en Black Mirror se multiplica, puesto que no solo las temporadas, sin",linea | linea | linea | linea | red,Ciencia Ficcion
5043,"Esta sorprendente serie de dibujos animados es una obra maestra de la psicología, en la que combina el sistema nervioso central con el sistema nervioso autónomo, que claramente influye en nuestro día ",gato,Comedia
5044,"Otra maravilla de Zerocalcare, pocas personas son capaces de transmitir tan bien los pensamientos como este creador. Si sois de esas personas reflexivas que en vuestras cabezas nunca tenéis una opinió",linea,Comedia
5045,"El nuevo proyecto de Zerocalcare no deja indiferente. Con una apuesta atrevida por la trama, la miniserie compone una crítica social constante. El autor ya demostraba ambición en su previo trabajo, “C",linea,Comedia
5046,"Hace un par de años nos llegó ‘Cortar por la línea de puntos’, adaptación de un cómic italiano, y que sorprendió a todos los que reparamos en ella, hasta el punto de admitir, sin tapujos, que es una d",linea | clave | linea,Comedia
5048,"Zerocalcare vuelve, y da igual lo que haga porque es maravilloso.Un viejo amigo de esos con los que se tiene una relación extrañilla, vuelve después de años sin saber nada de él. A la vez, hay problem",linea,Comedia
5049,"De lo mejor que se puede ver. ""Cortar por la línea de puntos"" es muy buena. ""Este mundo no me hará  mala persona"" es muy buena o incluso mejor.Si esta serie de animación no capta tu atención e interés",linea,Comedia
5050,"Después de ""Cortar por la línea de puntos"", Zerocalcare nos trae otra dosis de su humor disparatado junto a su pandilla: mitad frikazo, mitad punkarra, 100% viejoven, directo de la generación perdida ",linea,Comedia
5052,"En serio, es tan buena como ""Cortar por la línea de puntos"". Bueno, ""Cortar..."" es especial, acertar con el tema que toca es muy complicado y a mi me dio de lleno. Que una continuación sea igual de bu",linea,Comedia
5054,"Las series animadas de Zerocalcare tienen el poder de elevar mi ánimo, y esta cualidad radica principalmente en la manera en que se presenta y desarrolla la trama. La narrativa se despliega como un mo",linea,Comedia
5055,"Hallazgo casual con los ingredientes necesarios para que llegue más pronto que tarde a mi salón.Zerocalcere, un historietista italiano, es conducido a comisaría para relatar los episodios acontecidos ",linea,Comedia
5059,"Como en la mayoría de las producciones surcoreanas hay algo de crítica social. Se desarrolla en la época del Covid, con múltiples negocios que necesitan dinero debido a las restricciones, con lo que l",cabo,Accion
5061,"Perros de caza, titulada en inglés Bloodhounds, y en Latinoamérica, Sabuesos, es una producción coreana de Netflix, la cual presenta una propuesta de acción y drama en el marco del mundo de los presta",clave,Accion
5083,"*De Mindy pero sin MindyCocreada por Mindy Katling (The Mindy Project) y protagonizada por la primeriza Maitreyi Ramakrishnan (¿seguirá abierto el casting para interpretar a Kamala Khan?), Yo nunca (N",clave,Comedia
5084,Never Have I Ever (Yo nunca) es una extraordinaria Serie de TV que destaca por el ingenio cómico que desprenden la gran mayoría de sus personajes. Un acierto en la elección del elenco que engrandece e,curso,Comedia
5103,"He de reconocer que sentía mucha curiosidad por Valeria, la nueva serie de Netflix que adapta las novelas de Elisabet Benavent. Es el tipo “Chick-lit” que me gusta leer (y escribir) y aunque he leído ",columna,Drama
5106,"Tenía ganas de ver esta serie rodada en Madrid. No he leído los libros así que no puedo juzgarla como adaptación, sí lo haré como serie.  Y como serie solo puedo decir que es mala. Forzada, a ratos ab",capital,Drama
5132,"*Historias de mujeres para el mundoHay cierta tendencia a pensar que las series (o libros) escritos por mujeres con problemáticas que envuelven su universo femenino son exclusivamente para mujeres, pe",columna,Drama
5134,"La película, en líneas generales, consigue lo que pretende, que no es otra cosa que entretener. El problema principal es que la línea entre el entretenimiento y el tedio es muy delgada y, en ocasiones",linea | cabo,Terror
5137,"Hay una premisa absolutamente decadente en muchas de las películas de los últimos tiempos. Es la de deslizar un final en el film que, si consigue recaudar una moneda interesante luego de pasar por las",oro,Terror
5138,"Estaba cantado que habría como mínimo una secuela, tanto por una idea que se presta a ello como por el propio final de la primera parte.Pero, afortunadamente, de momento no se han limitado a aprovecha",banco | cabo,Terror
5140,"Segunda entrega de ''Escape Room'', película la cual sorprendió por innovar y ofrecer algo atractivo de ver, vistoso y muy entretenido. No inventaba la pólvora, está claro, pero se alejaba de otras ob",clave,Terror
5146,"Nada mas empezar tenemos un resumen de la anterior. Para mi perfecto, para el que entre por curiosidad a este film menuda gracia. Estamos ante una secuela directa de la anterior que, si bien se agrade",linea,Terror
5148,"Para comenzar mi comentario debo decir que no he visto la primera película, así que no puedo comparar.Esta me ha parecido efectista al cien por cien, por supuesto nada creíble, pero esto se daba por s",oro,Terror
5159,"Continúa la historia de la primera película, donde los supervivientes deciden desenmascarar a Minos y su red de escape rooms mortales, ¿les será tan fácil conseguirlo?En esta entrega hay más acción, y",red,Terror
5169,"Regresa, dos años después, la secuela de Escape room: sin salida dirigida también por Adam Robitel. Como propuesta, funciona: sus objetivos de entretener e incluso intrigar los consigue, a pesar de no",linea,Terror
5204,"Un notable melodrama romántico rodado en Dinamarca, aunque bien podría hacerse pasar por un largometraje norteamericano. ""Una vida maravillosa"" (2023) cuenta la historia de un joven y humilde pescador",estrella,Drama
5205,"Y no por sus habilidades musicales, que también, sino porque Elliott Winther, protagonista de Una vida maravillosa, es una joya de hombre. El novio que cualquiera quisiera tener, vamos. Para llevársel",estrella,Drama
5207,"Esta película no tiene nada destacable, tanto el guion literario y técnico, como la dirección  y dirección de arte son muy pobres. El peor punto es el guion literario, es una historia extremadamente g",cabo,Drama
5213,"-Crítica hasta la segunda temporada del programa-El éxito de la segunda temporada confirma algo que ya se venía oliendo desde hace tiempo: el humor absurdo de internet ha llegado a Netflix, el mainstr",clave,Comedia
5217,"Película que no consideraría de terror, es más de desasosiego, de inquietud, de tener el culo inquieto en el asiento durante dos horas. Como en un truco de magia la mitad de la película se produce en ",copa,Terror
5249,"Pues bastante en la línea de esa ""Y todos arderán"" (David Hebrero, 2021), también recientemente estrenada, llega ""Tin & Tina"". Ópera prima de Rubin Stein que entremezcla fe contra agnosticismo, la Esp",linea,Terror
5255,Uno de los debuts más sorprendentes de los últimos años. Sorprendente también porque el envoltorio de película mainstream descubre en su interior una película autoral que juega con los símbolos (esos ,campo,Terror
5262,"Me encanta leer las críticas de Filmaffinity después de ver una película y comprobar cómo coincido con algunos usuarios, con otros no tanto, y con otros cuantos nada en absoluto. Pero normalmente las ",oro,Accion
5266,Lo primero que quiero comentar es que esta película me ha sorprendido mucho y para bien.Seguramente es que al no tener mucha publicidad y el desconocimiento sobre ella te sorprende mas.La película tie,oro,Accion
5267,"Es una película de acción, que juega con la ética de los personajes cuando hay oro por medio. Ambientada a finales de la 2ª Guerra Mundial en la Alemania Nazi, perfectamente se podría haber rodado en ",oro,Accion
5268,"'Sangre y oro' es la nueva producción alemana de Netflix, una cinta bélica de acción que se está vendiendo como la nueva 'Malditos Bastardos', al tener, supuestamente, ecos de Quentin Tarantino y del ",oro | oro,Accion
5278,"Año 1982. Con ""Conan, el bárbaro"" arranca la edad dorada de Schwarzenegger; periodo de gloria cinematográfica para un Arnold convertido en una estrella del cine de acción.Año 1994. James Cameron estre",estrella,Accion
5287,La fama de Arnold Schwarzenegger como estrella de acción ha envejecido bastante como él mismo y es claro que muchas de sus nuevas producciones no tienen ese brillo que tenían sus películas más conocid,estrella,Accion
5288,"Bajona, esa sería la descripción. No seré yo el que le niegue a Arnold la condición de héroe de mi infancia (y creo que de unos cuántos más), y desde luego tampoco el que no reconozca que de cada nuev",estrella,Accion
5308,"Es el principal problema de El silencio. Su columna vertebral, el punto de partida, el arco argumental que todo lo sostiene... se sostiene sobre arenas movedizas. A partir de allí se ponen en juego la",columna,Terror
5317,"Una serie con sus puntos buenos: la creación de ambiente, la música, mantiene el misterio hasta el final, a pesar de los altibajos del guión y algunas cosas que no tienen sentido. Pero hay una cosa qu",cabo,Terror
5332,"Pobre Jenny... La infravalorada Jenny... Una señora hecha a sí misma, que vale tanto para un roto como para un descosido. Como diría 'Paquita Salas' (2016), una actriz 360, canta, baila y actúa. Una g",cabo,Accion
5348,"*Una buena historia distópicaSi eres fan de los mundos distópicos, post apocalípticos y las historias con protagonistas marginados, entonces disfrutarás de El caballero negro. Una serie que acaba sabi",clave,Accion
5357,"Con nueve años transcurridos desde el último estreno de Bandidos Films, la productora de Luis Estrada, vuelve a la carga con una nueva sátira socio-política que pone el dedo en la llaga, esta vez sobr",cabo,Comedia
5359,"Pancho (Alfonso Herrera) vive en Ciudad de México donde lleva una buena vida junto con su esposa Mari (Ana de la Reguera) y sus dos hijos, trabaja fuerte e intenta ser un exitoso empresario escalando ",oro | oro,Comedia
5373,"""La reina Carlota - Una historia de Los Bridgerton"" es una historia que nos traslada al pasado de algunos de los personajes que hemos conocido en las dos temporadas de ""Los Bridgerton"" y que se centra",linea,Drama
5375,"Shonda Rhimes tiene una mente privilegiada para crear series de tv y con el universo de ""Los Bridgerton"" ha visto el cielo abierto para seguir engordando su cuenta bancaria y seguir entreteniéndonos, ",oro,Drama
5389,Como varias de esas películas y series responden a una línea bastante distinta de la realidad francesa donde hay muchos atentados y poca integración distinta de las tramas netflixianas que contienen i,linea,Accion
5393,"El reto de trasladar uno de los Episodios de Una Guerra Interminable de Almudena Grandes al formato serie no es menor. Eso sí, si alguno resultaba más accesible por su formato de thriller de espías er",red | red | red,Terror
5401,"He visto el primer capítulo y se me han quitado las ganas de seguir viendo esta serie infumable. Los diálogos son actuales, además de completamente vulgares. La gente no hablaba así en la década de lo",cabo,Terror
5403,"Aclaro antes que nada que no he leído, ni tampoco lo pienso hacer, la novela homónima en la que se basa la presente serie, ""Los pacientes del doctor García"", a cargo de Almudena Grandes, publicada en ",estrella,Terror
5465,"Hablar de los Power Rangers es hablar de la infancia, de la niñez. Para todos aquellos que vivimos la niñez en los 90 eran un símbolo, un producto que se consumía cada vez que lo emitían en televisión",estrella,Accion
5471,"Lo que cuenta es el resultado y, a pesar de que los nuevos dueños de la multifranquicia de los ""Power Rangers"" (que tanto nos hicieron disfrutar en la infancia noventera con sus desenfadadas y cómicas",linea,Accion
5497,"Extraña película. Y más cuando se pavonea que está ""basada en hechos reales"" viendo como evoluciona el filme y el fin de fiesta que tiene. De hechos reales, más bien poco. El género de lo paranormal e",radio,Comedia
5502,"Carlos Therón en lo que podría ser el mejor trabajo de su carrera y acompañado por un elenco de primera línea como Belén Rueda Y Toni Acosta, nos trae este filme que tiene muchos ribetes de terror y d",linea | linea,Comedia
5508,"Sólo pueden entenderse las críticas negativas hacia esta película desde el habitual y prejuicioso rechazo hacía el cine hispano por parte de muchos.Esta es una buena película. No es una gran película,",clave,Comedia
5511,Me parece entretenida y me gusta el trabajo de los actores. Estoy acostumbrada a las series de ciencia ficción británicas y quizá no tiene tan buena puntuación porque no es un género tan frecuente aqu,linea,Comedia
5512,"ConclusionesUsando como punto de partida y solo como eso la existencia del padre Pilón famoso por ser un cura real investigador de fenómenos paranormales, nos adentra en una época perfectamente narrad",cura | linea,Comedia
5558,"La película no está mal del todo, pero muy infantilona.El ""chupacabras"" a mí me decepciona un poco porque parece más un gato con alas.Lo que valoro es que se mantiene fiel a la cultura mexicana de la ",gato,Aventura
5563,"Ya he acabado Bronca y tengo la misma sensación que cuándo vi Todo a la vez en todas partes. Es una historia rara de cojones, pero increíblemente original, no por tener giros de guión, si no porque es",cabo,Comedia
5598,"Bueno, pues eso, una película comedia para lucimiento de Adam Sandler y Jennifer Aniston (que a veces no se la reconoce por la exagerada cirugía, botox o lo que sea que se ha puesto en la cara). Pero ",linea,Accion
5601,"Si hay algo que la peli quiere dejar en claro desde el inicio, es que Gil Boksoon es una abeja reina. Es una autoridad, su historia la conforma como tal, sus allegados cuasi que le rinden pleitesía. A",red,Accion
5604,"*Los problemas de una doble vidaBoksoon debe morir sigue los pasos de Gil Bok-soon (Jeon Do-yeon) una mujer con una inusual doble vida de difícil conciliación. De una lado es una asesina profesional, ",campo,Accion
5608,"*Una trama exquisita y personajes sincerosCon un guion escrito por Miyuki Miyabe, la misma autora de la saga de libros originales, poco se podía fallar. Y es que la autora ha dotado de una sinceridad ",cabo,Terror
5613,"Miniserie berreta, mediocre, sin gracia, ni drama, ni originalidad, ni potencial de nada. Copia miserable y malhabida de Fleabag (véanla) y de incontables clichés básicos en la lista de recursos de cu",cabo,Comedia
5620,"Su problema no es tanto ser una serie más que busca una intriga ""al más alto nivel"" del Gobierno Federal de USA... No. Su problema es lo sosa e inverosímil historia, los diálogos forzados, las actuaci",curso,Accion
5626,"""El agente nocturno"" es un interesante thriller de acción, espionaje traído a nosotros por parte de ""Netflix"" y te absorbe rápidamente dentro de este mundo de traiciones, asesinatos, giros inesperados",cabo,Accion
5631,"Capitaneada por Carlos Saldanha (""La Era del Hielo""), en su primera serie de acción real, y protagonizada por Marco Pigossi y Alessandra Negrini, Ciudad Invisible trae una versión interesante (y adult",fuente,Drama
5632,"Ciudad invisible se la juega. Era hora de ver alguna producción que no caminara sobre seguro, que arriesgara un poco más. Al ser Brasil su locataria la hace aún más llamativa y nos permite internarnos",columna,Drama
5672,"No he visto la peli, solo la serie.La serie resumiendo va de young Belén Esteban feat Ocean´s Eleven feat Callejeros Feat uno de Élite que pasaba por allí.A la Esteban ya le pueden decir que la van a ",oro,Drama
5674,"La película me gustó. No la pondría entre mis favoritas de todos los tiempos ni es un largometraje que te dejé un regusto de reflexión, pero entretiene que es, al fin y al cabo, una de las razones par",cabo,Drama
5717,"El problema de esta (supuesta) secuela es que se adhiere a todos los tópicos del thriller policíaco basados en  asesinos en serie. Una vez oí por ahí: ""Si es de la BBC tiene que ser muy buena"". Falso.",cabo,Drama
5718,"No he visto la serie en que está basada la obra, así que no se el pasado del personaje, pero aquí se nos presenta como alguien sin escrúpulos que ha hecho cosas malas para hacer justicia por mano prop",red,Drama
5726,"Ni siquiera Idris Elba es capaz de levantar esta rutinaria película, con malvado megalómano y una historia difícilmente creíble, con situaciones inesperadas y vuelcos muy artificiosos.Se hace algo lar",clave,Drama
5737,"Iré directa al grano: espectacular, bien interpretada, bien hilada, con ritmo y fundamento.Empatizas totalmente con la protagonista y estás deseando que lleve a cabo su venganza.Sigo en spoiler",cabo,Drama
5741,"*Vuelve Kim Eun-suk con un guion excelenteKim Eun-suk nunca decepciona - al menos no a mí -, y esta vez se aleja del romance épico para adentrarnos al drama con la historia de una mujer marcada de por",cabo,Drama
5750,"You es la historia de una no tan mala idea que fue vulgarmente ejecutada, de lo que pudo ser y finalmente no fue. Tras unos primeros capítulos en los que, he de admitir, la serie logró captar mi atenc",cabo | clave,Terror
5752,"Tras ver la primera temporada, solo puedo admitir que me quedé anclado a la historia desde el primer capítulo y, pese a predecir algunas de las cosas, la serie me atrapó como una trampa con queso capt",raton | cabo,Terror
5754,"Ver “You” constituye una experiencia análoga a la de comer “fast food”: sabes que es malo, antes, durante y después; sin embargo, la medida combinación de ciertos ingredientes —azúcares y grasas satur",clave,Terror
5755,"YouAcabo de ver “You”, una serie estadounidense de 30 episodios repartidos en tres aterradoras temporadas. Porque “You” es el relato de una insoportable pesadilla, sombría y espectral, materia oscura ",columna,Terror
5756,(Hay algún spoiler hasta la segunda temporada).Seré sincero. Tenía muy pocas ganas de ver esta serie. El cartel tenía pinta de telefilme y la sinopsis tampoco era muy prometedora. Mucha gente sin baga,oro,Terror
5777,"La cosa prometía los tres primeros capítulos pero... lo siento, no he conseguido pasar de la primera temporada.El psicópata Joe, un tipo obsesivo, enfermizo y cansino hasta la extenuación, se enamora ",planta,Terror
5791,Escribo sobre la primera temporada porque las otras he descartardo verlas: La voluptuosa y bella Elisabeth Lail se lo curra bastante si tenemos en cuenta cómo debe plasmar realidad en este thriller ro,planta,Terror
5799,"Te muestra el horror que se esconde detrás de una cara bonita, de alguien que parece buena persona. Tranquilo, culto, pacífico, gracioso y sincero. ¿Que le rodean muchas casualidades? Bueno, no pasa n",cabo,Terror
5801,"Puntuación: 6,5Dentro de la menteYou comienza con una premisa que ha sido vista previamente en el mundo de la televisión y el cine. El amor enfermizo y los celos patológicos serán el camino de Joe Gol",linea,Terror
5803,Reconozco que al principio la historia no me convencía demasiado. Me parecía demasiado siniestra y pensaba que la historia iría por los mismos derroteros que cualquier película de sobremesa de Antena ,clave | cabo,Terror
5805,"Lo digo con toda la intención. Una peli para mujeres es un palo seguro. Al igual que una peli para hombres. Cuando empiezas a ver una película, y a los dos planos ya deduces que la directora es una mu",red,Comedia
5827,"Hacer una crítica de un monólogo es tarea infrecuente, al menos en mi caso. Las formas del producto exigen una variación en las formas de su comentario, de modo que quedan a un lado las referencias al",clave,Comedia
5851,"La fijación por llevar a un mismo actor en roles de triada en México es como un reto sin satisfacer del todo, ya que la dificultad de la técnica para sostener una historia con toda la habitualidad con",oro | cabo,Drama
5853,"A Netflix se le tienen ganas, y no por razones puramente artísticas. Una muchedumbre indignada acaba de descubrir que en la plataforma radicada en Los Gatos abunda la basura algorítmica. Casualidad o ",linea,Drama
5869,"Una vez más me veo atraído por la filmografía de Julien Leclerq, cual mosca a la lámpara eléctrica. Este director, pese a sus fallos y flaquezas, ha desarrollado una variante del genero neo noire por ",cabo | cabo | curso,Accion
5874,"Si se pretendía realizar un remake de “Smartphone o Otoshita dake nanoni” lo han conseguido. Y es que, si la primera versión dirigida por el japonés Hideo Nakata tiene serios fallos, esta última, real",fuente,Drama
5895,"Desconozco si la plataforma lo hace adrede, si es un fallido o si tan solo es un mal uso de las palabras, pero en muchos de sus productos del género del suspenso aparece el lema: intriga-drama-suspens",red | red | red,Drama
5898,"‘La ley de Lidia Poët‘ es una serie italiana de Netflix, cogiendo como base la historia real de Lidia Poët, la primera abogada italiana, y combinándolo en una ficción en la que dicha protagonista debe",clave,Drama
5903,"*Irene y JulioTodas las veces que nos enamoramos es un serie romántica de amor, cine, mucho cine, y autodescubrimiento.  Todo comienza con Irene (Georgina Amorós) dejando, en 2003, su Castellón natal ",capital | linea | cura | capital,Comedia
5905,"Los protagonistas, estudiantes ellos de Comunicación Audiovisual en el año 2003, están desde el primer curso trabajando... en lo suyo. Esa sí que es buena. Deben de ser los tipos más suertudos del gre",curso,Comedia
5913,La nueva apuesta de Netflix nos trae a Reese Witherspoon y Ashton Kutcher como dupla para entregarnos una insulsa película de amor.  La película que dirige Aline Brosh McKenna tiene momentos en que te,campo,Comedia
